id,title,time,source,description
coindesk:f1eb9910e094b:0,Meme Coin Liquidity Hits Record High Even as Bid-Ask Spread Spotlights Risk,"Fri, 21 Jun 2024 11:55:22 GMT",CoinDesk,"Executing trades in prominent meme coins is easier than ever now that liquidity, as measured by 1% market depth, has surged to record highs, according to data tracked by Paris-based Kaiko. 

 The combined figure for DOGE, SHIB, PEPE, WIF, BONK, GROK, BABYDOGE, FLOKI, MEME, HarryPotterObamaSonic10Inu and HarryPotterObamaSonic, recently rose to $128 million, the data shows. The figure describes the total value of buy and sell orders within a 1% range of the current market price. The deeper the liquidity – that is, the higher the figure – the easier it is to execute large orders at stable prices. 

 Generally, increased liquidity leads to a narrower gap between the highest price a buyer is willing to pay and the lowest a seller is willing to accept, the bid-ask spread. Tighter spreads ensure better trading pricing and reduce the cost of executing trades. Meme coins, however, aren't responding, according to Kaiko, and the bid-ask spreads remain above 2 basis points on most centralized exchanges. 

 ""This suggests that while more market makers are venturing into providing liquidity for these tokens, they are still considered risky due to their high volatility,"" Kaiko added. 

 ""While part of this increase is related to price appreciations, many small-cap meme tokens such as Dogwifhat (WIF), Memecoin (MEME), or Book of Meme (BOME) have seen significant growth in liquidity in native units, ranging from 200% to 4000%,"" Kaiko said in a weekly newsletter. 

 "
the_block:c60e0e182094b:0,"Political memecoins expected to see volatility as Trump-Biden debate nears, analysts say","Fri, 21 Jun 2024 11:49:39 GMT",The Block,"The televised U.S. presidential debate between incumbent Joe Biden and Donald Trump will air live on June 27. 

 The face-off will compare both candidates’ proposed policies. Amid this scenario, analysts at crypto exchange Bitfinex predict that political memecoins or “Politifi” tokens inspired by Trump and Biden—such as the Ethereum-based Super Trump and Maga, and the Solana-based, misspelled, Jeo Boden and Doland Tremp—could experience volatile price movements during and after the debate. 

 ""There could be significant movement for 'Politifi' tokens during and after the debate depending on their performance as these tokens have turned into speculative assets themselves in terms of the election results,"" Bitfinex analysts told The Block. The analysts added that it is important to note that Trump has positioned himself as the ""Crypto President"". 

 While the Trump vs. Biden debate may briefly discuss regulatory frameworks affecting cryptocurrencies, the analysts added that detailed policy announcements and legislative processes typically provide more substantial clarity than debate soundbites. 

 The analysts emphasized that market interest and potential impacts could arise from discussions concerning general capital gains taxes and specific crypto taxation policies. 

 ""What could be interesting and have market impact is discussion around capital gains taxes in general and crypto taxation policies in particular,"" they added. 

 PolitiFi tokens market cap 

 The market cap of political-themed tokens stands at $998 million currently, reflecting a -10.6% change over the last 24 hours, according to Coingecko's PolitiFi token category. 

 Several prominent memecoins inspired by the presidential candidates have experienced significant declines in value in the past 24 hours. 

 The Ethereum-based ConstitutionDAO (ticker: PEOPLE) has dropped by 11.6% today. Similarly, the Ethereum-based MAGA (ticker: Trump) has seen a decline of 7.6%, while the Ethereum-based MAGA Hat (ticker: MAGA) slid by 18.5% over the past day. 

 On the Solana blockchain, Jeo Boden (ticker: BODEN) has recorded a substantial decline of 26.7%, and Doland Tremp (ticker: TREMP) has fallen by 16.8%. Meanwhile, the Ethereum-based Super Trump (ticker: STRUMP) has experienced a more modest decrease of 3.7%. These price movements highlight the volatility within the cryptocurrency market as of the latest trading session. 

 Disclaimer: The Block is an independent media outlet that delivers news, research, and data. As of November 2023, Foresight Ventures is a majority investor of The Block. Foresight Ventures invests in other companies in the crypto space. Crypto exchange Bitget is an anchor LP for Foresight Ventures. The Block continues to operate independently to deliver objective, impactful, and timely information about the crypto industry. Here are our current financial disclosures. 

 © 2023 The Block. All Rights Reserved. This article is provided for informational purposes only. It is not offered or intended to be used as legal, tax, investment, financial, or other advice. 

 "
beincrypto:e97647780094b:0,"Binance Adds USDT on TON, Toncoin Holder Count Goes Parabolic","Fri, 21 Jun 2024 11:49:34 GMT",Beincrypto,"Binance has integrated support for the Tether USDTUSD stablecoin on TON blockchain. 

 Since March, The Open Network has been turning heads as capital flows into the ecosystem and user activity breaks one record by another.  

 Binance Integrates USDT Support on TON 

 Binance has announced adding USDT on TON blockchain. With this integration, it has opened the space for deposits and withdrawals.  

 The update is pivotal for TON, seeing as USDT is the largest stablecoin on market capitalization metrics. Stablecoins offer essential stability in the volatile blockchain market, with USDT maintaining its dominance due to its liquidity, accessibility, integration with decentralized finance (DeFi), and utility in cross-border transactions. 

 In April, USDT issuer Tether announced its collaboration with TON. This alliance aims to offer crypto transactions worldwide, providing financial solutions for unbanked populations. This partnership is set to create a borderless financial system through decentralized technology, improving accessibility and transaction efficiency. 

 Interestingly, Toncoin, the native token of TON blockchain, still lacks a spot listing on Binance. Currently, the ninth-largest cryptocurrency is available only in the form of perpetual futures. 

 However, the exchange may surrender under TON’s growing demand. CryptoQuant community manager and analyst Maarten highlighted The Open Network as one of the most popular blockchains. He cited various on-chain metrics skyrocketing, indicating the network’s steady growth. 

 Toncoin’s On-chain Metrics on Rise 

 Key on-chain metrics show significant growth in The Open Network, starting with the transfer volume. This metric shows the total on-chain amount of tokens in USD transacted for a given asset in a given time interval. Maarten observes that the total value of transactions conducted through the TON blockchain ranges between $5 billion and $10 billion. 

 Relative to Bitcoin’s average daily transfer volume of around $50 billion, TON has already achieved between 10% of the capacity BTC recorded. Given TON is only four years old, this is not a mean feat. 

 Another on-chain metric that points to massive growth for TON chain is Toncoin’s holder count. This metric quantifies the number of distinct addresses holding a token across predefined balance intervals, offering insight into ownership distribution.  

 Maarten’s analysis shows 32 million Toncoin holders, up from 2.9 million a year ago. This represents a 1003% increase within a year and points to the growing popularity of the TON token. 

 "
coindesk:195955de4094b:0,First Mover Americas: Bitcoin Falls Below $64K Following $900M in ETF Outflows,"Fri, 21 Jun 2024 11:46:24 GMT",CoinDesk,"Top Stories 

 Bitcoin fell to its lowest in over a month during the European morning, slumping to $63,500. This is the first time BTC has dropped below $64,000 since mid-May. At the time of writing, the bitcoin price is around $63,900, a fall of 3.5% in the last 24 hours. The CoinDesk 20 Index (CD20), a measurement of the broader digital asset market, has dropped just under 2.3%, while ETH is down 2.25% at $3,500 and SOL has fallen almost 3.8% to $132.24. 

 Spot bitcoin ETFs in the U.S. recorded a fifth straight day of outflows on Thursday, taking their total losses for the week to $900 million, the highest outflow activity since late April. Data tracked by SoSoValue shows that the 11 listed ETFs lost $140 million on Thursday, with $1.1 billion in trading volumes. Grayscale’s GBTC – which has mostly seen outflows since its conversion to an ETF in January – led with $53 million followed by Fidelity’s FBTC at $51 million. BlackRock’s IBIT, the biggest ETF by assets held, was the only product with net inflows, adding $1 million. The others saw zero net change. 

 Standard Chartered is establishing a spot trading desk for bitcoin and ether, Bloomberg reported on Friday. The London-based desk will start operations soon and be part of the bank's FX trading unit, the report said, citing people familiar with the matter. Standard Chartered would become one of the first global banks to enter spot cryptocurrency trading, though others, such as Goldman Sachs, have been trading crypto derivatives for several years. Standard Chartered's involvement in cryptocurrency is now well established, as a backer of digital asset custodian Zodia Custody and its exchange arm Zodia Markets. 

 - Omkar Godbole 

 "
u_today:d53f555b9094b:0,Bitcoin ETFs Continue Bleeding — $140 Million Outflow Registered,"Fri, 21 Jun 2024 11:40:00 GMT",U.Today,"According to a recent report, on June 20, spot Bitcoin exchange-traded funds (ETFs) saw a massive outflow of $140 million, marking the fifth consecutive day of BTC outflows from these entities. 

 This data was shared by popular cryptocurrency journalist and blogger Colin Wu on his X account. Wu specified that Grayscale’s ETF, GBTC, lost $53.1 million in a single day. BlackRock’s ETF IBIT faced an outflow of $1.4791 million. However, currently, IBIT holds a total of $17.643 billion in BTC holdings. 

 On June 20, the total net outflow of Bitcoin spot ETFs was $140 million, the fifth consecutive day of outflows, Grayscale ETF GBTC had a single-day outflow of $53.1022 million, and BlackRock ETF IBIT had a single-day inflow of $1.4791 million. Currently, the total historical net…— Wu Blockchain (@WuBlockchain) June 21, 2024 

 Over the past five days, Grayscale has lost $232 million. This is still less than what has been lost by Fidelity (FBTC) over the same period of time — $413 million. 

 These outflows have been taking place while, this week, the world’s flagship cryptocurrency, Bitcoin, gradually plunged by nearly 5.2% as it lost the $67,000 price level. At the time of this writing, BTC is changing hands at $63,880. 

 Smart whale sells large BTC chunk 

 @lookonchain analytics account has shared that while ETFs are selling their BTC, a smart whale has followed suit. This trader transferred 660 BTC to the Binance exchange to sell. The tweet also shared some details about this whale’s previous successful trades. 

 In the last year, he traded large amounts of BTC twice, making a healthy profit on each those trades — more than $30 million overall. 

 What a smart money! 

 He traded $BTC 2 times in the past year and made money every time, making more than $30M in total! 

 5 hours ago he deposited all 660 $BTC($42.85M) to Binance for profit. 

 Bought 718 $BTC at $29,385 from Aug 9 to Nov 2, 2023 and sold at $41,953 from Dec 15 to… pic.twitter.com/gRP26LbAXS— Lookonchain (@lookonchain) June 21, 2024 

 In one of these large trades, the trader purchased 718 Bitcoins between August and November last year at roughly $29,385 and then sold them at $41,953 in December, earning $9 million (+43%). 

 The second trade concerned the 1,181 BTC he bought between February and May 13 this year. The whale sold this Bitcoin on May 27 and June 20, earning $21.2 million (+37%). 

 "
cointelegraph:7a724f924094b:0," What is Tether’s gold-backed stablecoin, ‘Alloy’ (aUSD₮)? ","Fri, 21 Jun 2024 11:39:00 GMT",Cointelegraph," What is a tethered asset?  

 Tethered assets are a versatile class of digital tokens designed to track the price of various reference assets, such as the United States dollar. 

 Also termed stablecoins, tethered assets can be backed by a single type of collateral, such as gold, a specific fiat currency, or a diversified portfolio of multiple assets, offering greater flexibility and risk management options. This flexibility allows tethered assets to track the price of a wide range of assets, including major fiat currencies like the U.S. dollar or euro, commodities such as gold, oil and wheat, or even other financial instruments like stocks or bonds.  

 Tethered assets maintain their peg to the underlying asset through various mechanisms, often combining overcollateralization with robust liquidity pools on secondary markets. By holding reserves exceeding the value of the issued assets and ensuring smooth trading in secondary markets, these strategies aim to stabilize the value of the tethered asset and closely align it with its reference asset. 

 A well-known example of tethered assets is Tether USDTUSD, which claims its reserves match the quantity of USDT in circulation. It aims to maintain a 1:1 peg with the U.S. dollar. Despite its growth, Tether has faced scrutiny and regulatory challenges due to depegging events. 

 To address such issues, Tether regularly undergoes independent attestations to verify its reserves in response to regulatory scrutiny. In April 2024, Tether completed a System and Organization Controls 2 (SOC) audit, which is the highest level of security compliance. Additionally, it publishes quarterly reports detailing its reserves and asset composition to enhance the transparency of its operations. 

  Alloy (aUSD₮) by Tether, explained  

 Alloy (aUSD₮) by Tether is minted using EVM-compatible smart contracts and leverages Tether Gold (XAU₮), a digital representation of physical gold, for stability. 

 AUSD₮ is the first Alloy by Tether designed to track the U.S. dollar using Tether Gold as collateral. It is minted using Ethereum Virtual Machine (EVM)-compatible smart contracts, allowing for smooth interoperability and integration within the broader Ethereum ecosystem and its various compatible blockchains. 

 Using Tether Gold (XAU₮) as collateral, Alloy by Tether positions itself as a digital asset anchored to the stability and scarcity of gold, a traditional store of value known for its low volatility. XAU₮ is an ERC-20 token equal to one troy ounce (31.1 grams) of gold on the Ethereum blockchain. Each blockchain address holding XAU₮ is associated with real gold stored in a Switzerland vault on behalf of Tether Gold tokenholders. 

 But is Alloy by Tether licensed in any jurisdiction? Alloy by Tether is a technological platform that utilizes smart contracts. However, the National Commission of Digital Assets (CNAD) in El Salvador authorizes Moon Gold NA, S.A. de C.V., and Moon Gold El Salvador, S.A. de C.V. to handle issuing and management of aUSD₮. 

 How to interact with the Alloy by Tether smart contracts? 

 Alloy by Tether smart contracts are accessible through the platform’s user-friendly web interface, where users can mint and redeem aUSD₮ using XAU₮. The web interface is readily accessible at alloy.tether.to.  

 Technically proficient individuals can interact directly with the contracts using specialized tools. It’s important to note that only verified Ethereum addresses that have completed Know Your Customer (KYC) checks can engage with these smart contracts. Further information can be obtained via front-end documentation on Alloy by Tether. 

  How Alloy (aUSD₮) works  

 AUSD₮ blends the stability of the U.S. dollar with the value-preserving characteristics of gold, serving as a stable unit of account. Three core tenets of the functionality of aUSD₮ are overcollateralization, vaults and its liquidation mechanism: 

 Overcollateralization 

 A key feature of aUSD₮ is overcollateralization. AUSD₮ tokens are backed by a greater value of Tether Gold (XAU₮) than its face value. This surplus XAU₮ acts as a buffer, safeguarding the stability of aUSD₮ against potential fluctuations in the price of gold. This means that users must deposit a larger value of collateral than the value of aUSD₮ they intend to mint. 

 By locking a specified amount of Tether Gold into a smart contract, a user can mint a corresponding amount of aUSD₮. The maximum aUSD₮ one can mint is determined by a collateral-to-asset ratio, known as the liquidation point. 

 Alloy by Tether Vaults 

 Ethereum-compatible core smart contracts termed Vaults are used for minting and managing aUSD₮. These smart contracts facilitate independent and permissionless verification of the XAU₮ collateral backing aUSD₮ circulation. 

 Vaults play multiple roles in aUSD₮ ecosystem: 

 Only addresses that have successfully completed a KYC verification process can interact with the vaults and mint aUSD₮. These verified addresses are whitelisted for the minting process.  

 Cointelegraph 

 The vault utilizes this data to assess the position’s solvency. If it nears liquidation, authorized liquidators are permitted to intervene, extracting the user’s XAU₮ and returning a corresponding amount of aUSD₮ not exceeding the minted amount. This mechanism safeguards the system’s integrity and protects against undercollateralization. 

 Each vault uses a designated oracle to determine the prices of both XAU₮ tokens and the corresponding tethered asset. For aUSD₮, the tether asset oracle specifically tracks the U.S. dollar price, establishing a 1:1 peg between aUSD₮ and $1. 

 As the Vault technology automates the processes of minting, redeeming and liquidating aUSD₮ while ensuring transparency and trust in the system, it is crucial for the functioning and security of the Alloy by Tether system. 

 Liquidation of collateral 

 Liquidation occurs when the value of the collateral backing a minted amount falls below a predetermined threshold. Each CMP has a liquidation point of 75%, defined by the maximum MTV ratio, representing the maximum proportion of the collateral’s value that can be minted. A CMP, in this context, refers to the amount of aUSD₮ minted by a user backed by a specific amount of XAU₮ held as collateral in the vault. 

 If a position nears its liquidation threshold, authorized liquidators intervene to liquidate the position, reclaiming the user’s XAU₮ and returning aUSD₮ up to the initially minted amount. Liquidators manage positions nearing liquidation by acquiring the collateral at a small discount in exchange for returning aUSD₮. They may purchase part or all of the collateral, depending on the situation and the agreed discount. 

  How to acquire Alloy (aUSD₮)  

 Users can obtain aUSD₮ by depositing XAU₮ to the aUSD₮ smart contract or trading it on exchanges like Bitfinex. Fees apply for minting, returning and liquidating aUSD₮. 

 Users can obtain aUSD₮ by transferring XAU﻿₮ to the aUSD₮ smart contract, which then mints and issues a corresponding amount of aUSD₮ directly to the user’s address or trading aUSD₮ on the secondary market via centralized exchanges like Bitfinex or decentralized exchanges (DEXs). 

 Cointelegraph 

 The Alloy by Tether charges three types of fees, measured in basis points (bps). A basis point is a unit of measurement used to describe a percentage or a difference in interest rates or yields. One basis point is equal to 1/100th of 1% or 0.01%.  

 Mint fee 

 The mint fee refers to the fee incurred by users when creating new aUSD₮ tokens. At present, it is charged at 25 bps on each newly minted aUSD₮. 

 Return fee 

 The return fee is the fee paid by users when redeeming aUSD₮ tokens for their underlying collateral. Currently, a fee of 25 bps is applied on each aUSD₮ return. 

 Liquidation fee 

 A liquidation fee is a charge incurred by users when their collateralized position (the ratio of XAU₮ to aUSD₮) falls below a certain threshold, triggering a liquidation event. At present, 75 bps are charged to the liquidators on each liquidation of XAU₮, implying that for every XAU₮ token a liquidator acquires during a liquidation event, they must pay a fee of 0.05% of its value. 

 It is worth noting that the liquidation fee is different from the liquidation premium, which is a discount on liquidated XAU₮ used to incentivize liquidators to maintain system solvency. In contrast, the liquidation fee is paid by the liquidator to the platform or protocol and helps cover the operational costs associated with the liquidation process. 

  What are the advantages of aUSD₮?  

 AUSD₮ offers various advantages, including stability through its dollar peg and gold backing and transparency through auditable smart contracts. 

 AUSD₮, backed by Tether Gold (XAU₮), offers a unique investment opportunity. The U.S. dollar peg and the intrinsic value of gold, a well-known safe-haven asset, stabilize the stablecoin. This combination reduces volatility frequently connected to cryptocurrencies by providing a reliable store of value.  

 Furthermore, aUSD₮ is based on the Ethereum blockchain and utilizes auditable smart contracts, providing secure, transparent minting and redemption processes. The overcollateralization model and compatibility with the Ethereum ecosystem further facilitate yield generation and seamless integration with different decentralized finance (DeFi) platforms.  

 Functioning entirely onchain, it offers a resilient alternative to the traditional banking system, providing investors with stability, diversity and passive income opportunities (e.g., a yield from overcollateralization). 

  Tether’s fiat-pegged tokens (USD₮) vs. Tether Gold tokens (XAU₮), vs. Alloy by Tether (aUSD₮)  

 USDT is a stablecoin pegged to the U.S. dollar; XAU₮, a gold-backed token representing one troy ounce of physical gold and offered by TG Commodities Limited; and aUSD₮ is a stablecoin pegged to the U.S. dollar but backed by Tether Gold (XAU₮).  

 While Tether (USDT) is designed for everyday transactions, XAU₮ is ideal for investors seeking exposure to gold, and aUSD₮ combines the dollar’s stability with the security of gold, offering potential yield generation through its unique overcollateralization mechanism. 

 The table below explains the key differences between Tether’s fiat-pegged tokens (like USDT), Tether Gold tokens (XAU₮) and Alloy by Tether (aUSD₮) across various parameters: 

 Cointelegraph 

  How can users retrieve XAU₮ deposited as collateral?  

 Users can retrieve deposited XAU₮ by requesting a withdrawal. To avoid denial, the MTV ratio must stay below 75% (liquidation point).  

 Users must initiate a withdrawal request from Alloy using the Tether Vault smart contract. If the withdrawal causes the MTV ratio to surpass the 75% liquidation point, the request will be denied. This is to ensure the system remains overcollateralized. 

 A withdrawal request will not be approved if it increases the MTV ratio beyond 75%. In such situations, users can lower their MTV ratio by returning a portion of their minted aUSD₮ before trying to withdraw again. Also, it’s crucial to remember that withdrawing XAU₮ without a corresponding return of aUSD₮ increases the MTV ratio, thus raising the liquidation risk. 

 Furthermore, to recover all deposited XAU₮, users must return the entire minted amount of aUSD₮ they minted. This may require buying back some aUSD₮ on the secondary market to compensate for the deficit and successfully complete the withdrawal process.  

 So when is repurchasing aUSD₮ needed for XAU₮ withdrawal? Users pay a minting fee when they mint aUSD₮. Similarly, when they return aUSD₮ to redeem their XAU₮ collateral, a return fee is charged. These fees are deducted in aUSD₮. 

 That’s why a user must return all of the aUSD₮ they minted before withdrawing all of their XAU₮; however, due to the fees incurred during minting and returning, the amount of aUSD₮ they have might not be enough to cover the full return, and they need to purchase additional aUSD₮ on the secondary market. 

 "
u_today:83d908f96094b:0,"37 Million Shiba Inu (SHIB) in 24 Hours, What's Happening?","Fri, 21 Jun 2024 11:33:00 GMT",U.Today,"Shiba Inu SHIBUSD has finally witnessed a positive development amid the current bearish sentiment on the broader crypto market. SHIB's burn rate has surged 529.72% in the last 24 hours, per the latest data from Shibburn. 

 Moreover, around 37.53 million SHIB tokens have been burned during this time. This is an exciting update for the Shiba Inu community as this latest surge adds to the rising number of tokens being sent to dead wallets. 

 As of this publication, around 410.7 trillion tokens have been burned from the initial circulation supply of the coin. Notably, the current supply of the meme coin is 583.3 trillion tokens. This continuous burning of Shiba Inu coins is a highly bullish move for a number of reasons. 

 For example, the reducing circulation supply of a coin makes it deflationary in nature. We know that Bitcoin BTCUSD has a limited supply of 21 million coins. This unique aspect makes it one of the most deflationary coins in the industry, which eventually leaves a positive impact on the BTC price. 

 While Shiba Inu has a very high supply, the constant burning of these tokens can also leave a positive impact on its price. It may not be as good as Bitcoin, but it can still make SHIB one of the deflationary cryptocurrencies on the market. 

 What does it mean for Shiba Inu price? 

 Meanwhile, the current price of SHIB is still struggling, along with the broader market. According to CoinMarketCap, Shiba Inu is currently trading at $0.00001776, down 4.83% in the last 24 hours. The market cap of the meme coin is also down 4.82%, currently at $10.47 billion. 

 While the latest surge in the burn rate has not helped the SHIB price, it is expected that it will leave a positive impact in the long-term. Sending 37.53 million tokens to dead wallets is part of a major effort. It needs to be a continuous process, which will eventually give a major boost to this highly popular meme coin. 

 "
beincrypto:a4db7ff0b094b:0,"Standard Chartered Dives Deeper into Crypto with Spot Bitcoin, Ethereum Trading Desk","Fri, 21 Jun 2024 11:24:42 GMT",Beincrypto,"According to a recent Bloomberg report, British banking giant Standard Chartered is setting up a trading desk for Bitcoin BTCUSD and Ethereum ETHUSD. 

 This move makes Standard Chartered one of the first global banks to enter spot crypto trading. 

 Standard Chartered Leads Banks into Spot Bitcoin and Ether Trading 

 According to sources, the bank’s new crypto trading desk will operate from London. It will be a part of its foreign exchange (FX) trading unit. However, no further details were provided until the time of publication. 

 The report further reveals that Standard Chartered emphasized its commitment to regulatory compliance while supporting institutional clients in trading Bitcoin and Ethereum. The news has sparked enthusiasm within the crypto community, with notable figures like Binance CEO Richard Teng expressing their excitement. 

 “Welcome to crypto, Standard Chartered,” Teng remarked. 

 The bank already backs two crypto firms, Zodia Custody and Zodia Markets. These firms provide various services, from custody to over-the-counter trading for institutional clients. Additionally, Standard Chartered launched its blockchain unit, Libeara, in November through its investment arm, SC Ventures. 

 Libeara has been a notable participant in the fintech sector, particularly highlighted by its role as a finalist in the Monetary Authority of Singapore’s (MAS) Global Retail CBDC Challenge. The company has a track record of implementing digital platform prototypes, which governments in Hong Kong, Ghana, and the Philippines have utilized. 

 Moreover, Libeara is dedicated to innovating within the financial sector by facilitating the tokenization of traditional assets. One of its key initiatives includes the creation of a tokenized government bond fund denominated in Singaporean dollars (SGD). 

 Standard Chartered’s foray into the spot crypto trading segment signifies increasing acceptance of digital assets among traditional financial institutions. This pioneering move could set a precedent, encouraging other conventional financial entities to engage with the thriving digital asset market. 

 "
beincrypto:f56698869094b:0,Tezos (XTZ) Price Consolidation Continues as Bulls and Bears Battle,"Fri, 21 Jun 2024 11:11:38 GMT",Beincrypto,"Tezos’s (XTZ) price could reclaim some of the losses witnessed in the last couple of days; however, this would warrant a change in investors’ behavior. 

 Their sentiment would need to shift from bearish to bullish to support a recovery rally. 

 Tezos’ Investors Send Mixed Signals 

 XTZ price has a shot at climbing back the charts since the investors are slowly increasing the capital invested in the asset. The Chaikin Money Flow (CMF) indicator shows a significant surge in Tezos’ inflows. This is a positive sign, indicating an increase in buying pressure for the cryptocurrency. 

 This uptick in CMF suggests that more investors could be moving to accumulate XTZ. Increased buying pressure often correlates with upward price movement, reflecting growing confidence in the asset. 

 However, Tezos’s funding rate fluctuates between positive and negative territory. This volatility points to a lack of consensus among investors about the short-term direction of the market. 

 Positive funding rates generally hint at long contracts dominating the market, whereas negative rates suggest short contracts are leading. In the case of XTZ, though, this volatility in the funding rate points to a lack of consensus among investors about the short-term direction of the market. 

 This could result in sideways movement in XTZ price. 

 XTZ Price Prediction: Recovery From Lows 

 The XTZ price is currently at a seven-month low of $0.79, bouncing back from $0.76. The altcoin fell below $0.70 during this week, touching $0.68. While the altcoin has bounced back, it may not see a rally anytime soon. 

 The mixed signals from investors point towards a period of consolidation for Tezos. XTZ could thus remain constricted within $0.76 and $0.87.  

 A breakout or breakdown would invalidate the bullish-neutral thesis, sending the XTZ price rallying or falling. The targets for the former condition are $0.94, while for the other, they are $0.60. 

 "
u_today:b55ad0677094b:0,"2.2 Trillion SHIB Shift From Robinhood, What's Happening?","Fri, 21 Jun 2024 11:04:00 GMT",U.Today,"In a significant and unexpected move, 2.2 trillion Shiba Inu SHIBUSD tokens have been transferred from Robinhood to an unknown wallet. This major transaction has caught the attention of the SHIB community and the broader cryptocurrency market, coinciding with a 5% drop in the token's price. 

 Blockchain data reveals that the massive transfer took place recently, marking one of the largest movements of SHIB tokens in recent times. Whale Alert states, ""2,200,000,000,000 SHIB worth $39,945,400 was transferred from Robinhood to unknown wallet."" 

 🚨 🚨 2,200,000,000,000 #SHIB (39,945,400 USD) transferred from #Robinhood to unknown wallethttps://t.co/PI39McZERl— Whale Alert (@whale_alert) June 20, 2024 

 The transfer has coincided with a noticeable 5% decline in SHIB’s price. At the time of writing, Shiba Inu was down 4.79% in the last 24 hours to $0.00001779, mirroring the broader downturn in the crypto market. 

 However, there is no direct correlation between the transfer and the price drop, as withdrawals from the exchange might signal an intent to buy. 

 Amid this, the SHIB community has been abuzz with speculation, trying to understand the reasons behind this significant transfer. A whale might transfer assets to a cold wallet for security purposes. It could also be a strategy to consolidate holdings ahead of a market recovery. On the other hand, it could imply a strategic accumulation by a major player on the market, potentially setting the stage for a future price rally. 

 However, a closer look at the transaction utilizing data from Etherscan suggests that the move might be due to funds reshuffling as the recipient wallet turned out to be a Robinhood-named account. The said wallet has had interactions with Robinhood addresses in the past, suggesting an affiliation. 

 As the market experiences a moment of uncertainty, all eyes are on where the SHIB price trends next, with a concentration on the range between $0.000017 and $0.000019, where it currently trades with 416.19 trillion SHIB bought around here. 

 Meanwhile, the crypto world watches and waits, hoping that the next big move might bring positive momentum to SHIB's price. 

 "
newsbtc:25470f25b094b:0,XRP Faces Extended Bearish Pressure At $0.4937 Amid Market Weakness,"Fri, 21 Jun 2024 11:00:23 GMT",NewsBTC,"XRP, one of the leading cryptocurrencies, is currently grappling with extended bearish pressure amid prevailing market weakness. The digital asset has been facing significant downward momentum, influenced by a confluence of factors including macroeconomic uncertainties, regulatory challenges, and broader market sentiment.  

 Thus far, XRP’s price has struggled to maintain key support levels, exacerbating concerns among traders and investors about its near-term performance. As bearish momentum continues to dominate, this analysis delves into evaluating XRP’s current market position with the help of key technical indicators focusing on the 4-hour and the 1-day chart. 

 The price of XRP has increased by 0.63%, trading at about $0.4920 in the last 24 hours, with a market capitalization of more than $27 billion and a trading volume of more than $1 billion as of the time of writing. There has been a 1.06% decrease in market capitalization in the last day despite the trading volume being up by 5.89%. 

 XRP Current Market Performance And Trend 

 Currently, the price of XRP is actively bearish trading below the 100-day Simple Moving Average (SMA) in the 4-hour timeframe, and the price here is beginning to decline after a failed upward attempt. With the current price formation, it can be suggested that XRP’s bearish trend may likely extend. 

 Also, the Composite Trend Oscillator confirms that XRP’s decline may be extended as both the signal line and the SMA of the indicator are descending from the overbought section toward the zero line. 

 In the 1-day chart, XRP is trading below the 100-day SMA attempting to move upward. It should be noted that this is just a short-term move as the crypto asset’s price at some point will begin to drop again thereby extending the bearish trend. 

 Additionally, the formation of the 1-day Composite Trend Oscillator indicates that XRP’s bearish trend may likely extend as both the signal line and the SMA of the indicator are trending below the zero line closed to the oversold zone. 

 Navigating The Bearish Market For The Token 

 With XRP currently facing significant bearish pressure, It should be noted that if the crypto asset continues bearish as predicted, it will begin to move towards the $0.4663 support level. If it breaks below this level, it will decline further to test the $0.4088 support level and may move to test the $0.3483 support level if it breaches the $0.4088 level.  

 However, if XRP fails to decline further and decides to move upward, it will begin to move toward the $0.5725 resistance level. Once this level is breached, XRP’s price will continue upward to challenge the $0.6697 resistance level and may move on to test other resistance levels above. 

 "
